ts_ms,year,mon,day,hr,min,sec,lat,lon,speed,alt,temp_c,pressure_pa,humidity_pct,voc_ohm,noise_energy,sweat_level,accel_freq,accel_ampl,accel_energy,accel_dir
380130,2025,5,22,21,11,30,45.79272,15.95873,2.77,188.70,2580,99450,41174,626128,5644,4095,2.44,103429.42,748618057728,0
381110,2025,5,22,21,11,31,45.79274,15.95873,2.88,188.70,2579,99466,41316,641736,2479,4095,2.44,103429.42,748618057728,0
382130,2025,5,22,21,11,32,45.79276,15.95872,2.15,188.60,2582,99452,41399,649836,4404,4095,2.44,103429.42,748618057728,0
383130,2025,5,22,21,11,33,45.79277,15.95872,1.51,188.50,2582,99452,41399,649836,2465,4095,2.44,103429.42,748618057728,0
384110,2025,5,22,21,11,34,45.79278,15.95871,1.33,188.40,2582,99460,41422,636246,1805,4095,2.44,103429.42,748618057728,0
385130,2025,5,22,21,11,35,45.79280,15.95873,1.00,187.70,2581,99460,41447,642969,3102,4095,2.44,103429.42,748618057728,0
386090,2025,5,22,21,11,36,45.79281,15.95874,0.05,187.30,2580,99464,41487,642969,7996,4095,247.56,87301.80,344144627712,0
387120,2025,5,22,21,11,37,45.79282,15.95874,0.04,187.10,2577,99458,41509,635642,5693,4094,247.56,87301.80,344144627712,0
388100,2025,5,22,21,11,38,45.79282,15.95874,0.00,186.90,2575,99466,41539,648576,4431,4094,247.56,87301.80,344144627712,0
389120,2025,5,22,21,11,39,45.79283,15.95874,0.00,187.00,2575,99466,41539,648576,877,4094,247.56,87301.80,344144627712,0
390110,2025,5,22,21,11,40,45.79284,15.95873,0.00,186.90,2570,99456,41572,634437,8591,4094,247.56,87301.80,344144627712,0
391130,2025,5,22,21,11,41,45.79285,15.95873,2.26,186.80,2559,99456,41673,634437,7834,4094,247.56,87301.80,344144627712,0
392150,2025,5,22,21,11,42,45.79289,15.95871,3.62,186.70,2552,99456,41851,644827,937,4095,247.56,87301.80,344144627712,0
393130,2025,5,22,21,11,43,45.79292,15.95868,4.43,186.60,2541,99444,42032,635039,3056,4095,247.56,87301.80,344144627712,0
394180,2025,5,22,21,11,44,45.79295,15.95863,5.16,186.00,2534,99448,42193,635642,4367,4095,247.56,87301.80,344144627712,0
396140,2025,5,22,21,11,46,45.79299,15.95847,5.98,184.10,2534,99448,42193,635642,3249,5167,247.56,87301.80,344144627712,0
397120,2025,5,22,21,11,47,45.79303,15.95843,5.69,184.20,2526,99442,42295,646072,2024,5167,247.56,87301.80,344144627712,0
398150,2025,5,22,21,11,48,45.79307,15.95838,5.72,184.70,2518,99442,42358,646696,4833,5167,247.56,87301.80,344144627712,0
399130,2025,5,22,21,11,49,45.79310,15.95834,5.86,184.30,2511,99444,42460,656207,11693,5167,248.05,163475.72,716318318592,0
400150,2025,5,22,21,11,50,45.79314,15.95830,5.72,184.10,2501,99440,42563,660741,9804,4095,248.05,163475.72,716318318592,0
401170,2025,5,22,21,11,51,45.79316,15.95824,5.07,183.80,2493,99450,42651,666664,4875,4095,248.05,163475.72,716318318592,0
402140,2025,5,22,21,11,52,45.79319,15.95819,4.30,183.60,2493,99450,42651,666664,2599,4095,248.05,163475.72,716318318592,0
403130,2025,5,22,21,11,53,45.79321,15.95816,3.28,182.80,2489,99446,42796,667329,743,4095,248.05,163475.72,716318318592,0
404120,2025,5,22,21,11,54,45.79324,15.95814,2.97,182.60,2485,99446,42973,667329,2696,4095,248.05,163475.72,716318318592,0
405170,2025,5,22,21,11,55,45.79326,15.95813,2.66,182.20,2481,99444,43140,667329,400,4095,248.05,163475.72,716318318592,0
406150,2025,5,22,21,11,56,45.79329,15.95814,3.03,182.00,2478,99440,43316,673371,6989,4095,248.05,163475.72,716318318592,0
407140,2025,5,22,21,11,57,45.79331,15.95817,3.35,181.60,2473,99446,43466,671345,1046,4095,248.05,163475.72,716318318592,0
408110,2025,5,22,21,11,58,45.79333,15.95820,3.48,181.50,2473,99446,43466,671345,3785,4095,248.05,163475.72,716318318592,0
409160,2025,5,22,21,11,59,45.79338,15.95824,4.11,181.20,2469,99440,43641,673371,3159,4095,248.05,163475.72,716318318592,0
410130,2025,5,22,21,12,0,45.79341,15.95829,4.84,180.80,2460,99438,43858,671345,2754,4095,248.05,163475.72,716318318592,0
411110,2025,5,22,21,12,1,45.79345,15.95833,5.24,180.60,2452,99432,44061,674049,2704,4095,246.09,158594.66,682261512192,0
412150,2025,5,22,21,12,2,45.79349,15.95837,5.56,180.40,2445,99440,44234,676775,12224,4095,246.09,158594.66,682261512192,0
413130,2025,5,22,21,12,3,45.79354,15.95840,5.93,180.20,2436,99440,44422,674729,30419,4095,246.09,158594.66,682261512192,0
414110,2025,5,22,21,12,4,45.79359,15.95844,5.77,179.90,2436,99440,44422,674729,1080,4095,246.09,158594.66,682261512192,0
415160,2025,5,22,21,12,5,45.79364,15.95847,5.76,179.70,2427,99442,44608,685088,9580,4095,246.09,158594.66,682261512192,0
416150,2025,5,22,21,12,6,45.79369,15.95850,5.56,179.50,2419,99440,44787,680906,4987,4095,246.09,158594.66,682261512192,0
417160,2025,5,22,21,12,7,45.79374,15.95853,5.81,179.20,2412,99436,44978,686493,7539,4095,246.09,158594.66,682261512192,0
418140,2025,5,22,21,12,8,45.79378,15.95856,5.62,179.00,2405,99442,45085,684387,13837,4095,246.09,158594.66,682261512192,0
420130,2025,5,22,21,12,10,45.79387,15.95863,4.91,178.60,2399,99438,45184,689321,2096,4095,246.09,158594.66,682261512192,0
421150,2025,5,22,21,12,11,45.79390,15.95866,4.24,178.40,2399,99438,45184,689321,873,4095,246.09,158594.66,682261512192,0
422130,2025,5,22,21,12,12,45.79394,15.95869,3.61,178.20,2395,99444,45318,689321,841,4095,246.09,158594.66,682261512192,0
423110,2025,5,22,21,12,13,45.79396,15.95872,3.62,177.80,2390,99440,45483,687198,1729,4095,1.71,203868.36,628777951232,0
424150,2025,5,22,21,12,14,45.79398,15.95877,3.62,177.40,2384,99440,45644,691457,3638,4095,1.71,203868.36,628777951232,0
425140,2025,5,22,21,12,15,45.79399,15.95882,3.38,177.00,2382,99442,45786,692889,1250,4095,1.71,203868.36,628777951232,0
426090,2025,5,22,21,12,16,45.79398,15.95887,3.67,176.70,2381,99436,45932,693607,9151,4095,1.71,203868.36,628777951232,0
427110,2025,5,22,21,12,17,45.79398,15.95892,3.85,176.50,2381,99436,45932,693607,9606,4095,1.71,203868.36,628777951232,0
428140,2025,5,22,21,12,18,45.79399,15.95901,4.00,174.70,2378,99442,46041,699405,11617,4083,1.71,203868.36,628777951232,0
429120,2025,5,22,21,12,19,45.79399,15.95907,4.59,174.40,2374,99434,46187,690032,1672,4075,1.71,203868.36,628777951232,0
430140,2025,5,22,21,12,20,45.79399,15.95913,5.02,174.10,2369,99438,46327,697946,6300,4068,1.71,203868.36,628777951232,0
431180,2025,5,22,21,12,21,45.79398,15.95920,5.52,173.80,2364,99432,46435,691457,4117,5128,1.71,203868.36,628777951232,0
432140,2025,5,22,21,12,22,45.79397,15.95927,5.48,173.60,2358,99426,46575,695770,9665,5112,1.71,203868.36,628777951232,0
433120,2025,5,22,21,12,23,45.79396,15.95934,5.52,173.30,2358,99426,46575,695770,838,5111,1.71,203868.36,628777951232,0
434140,2025,5,22,21,12,24,45.79396,15.95942,5.83,173.10,2355,99426,46593,702341,3705,5096,1.71,203868.36,628777951232,0
435150,2025,5,22,21,12,25,45.79396,15.95949,5.95,173.20,2352,99434,46532,711297,3583,4007,244.87,352590.88,655173623808,0
436060,2025,5,22,21,12,26,45.79395,15.95957,6.24,173.10,2347,99434,46377,712054,4080,3997,244.87,352590.88,655173623808,0
437070,2025,5,22,21,12,27,45.79395,15.95966,6.20,173.20,2345,99430,46246,716628,11819,3986,244.87,352590.88,655173623808,0
438090,2025,5,22,21,12,28,45.79395,15.95974,6.19,173.10,2341,99438,46155,711297,8647,3971,244.87,352590.88,655173623808,0
439090,2025,5,22,21,12,29,45.79395,15.95982,6.35,173.10,2341,99438,46155,711297,3832,3942,244.87,352590.88,655173623808,0
441050,2025,5,22,21,12,31,45.79395,15.96000,6.82,172.80,2337,99438,46170,707538,4230,3954,244.87,352590.88,655173623808,0
442060,2025,5,22,21,12,32,45.79394,15.96009,7.00,172.60,2333,99434,46237,712812,6416,3903,244.87,352590.88,655173623808,0
443050,2025,5,22,21,12,33,45.79393,15.96018,7.03,172.50,2329,99432,46320,715097,12068,3824,244.87,352590.88,655173623808,0
444050,2025,5,22,21,12,34,45.79393,15.96027,7.06,172.40,2326,99438,46379,714334,5651,3774,244.87,352590.88,655173623808,0
445080,2025,5,22,21,12,35,45.79392,15.96037,7.09,172.20,2323,99428,46468,717396,13066,3691,244.87,352590.88,655173623808,0
446080,2025,5,22,21,12,36,45.79391,15.96046,7.36,172.10,2323,99428,46468,717396,784,3615,244.87,352590.88,655173623808,0
447080,2025,5,22,21,12,37,45.79390,15.96056,7.36,171.90,2320,99444,46572,722040,7384,3580,244.87,352590.88,655173623808,0
448080,2025,5,22,21,12,38,45.79390,15.96065,7.36,171.80,2315,99430,46668,720485,22317,3625,1.95,225820.55,711958579200,0
449060,2025,5,22,21,12,39,45.79389,15.96074,6.97,171.70,2313,99436,46819,719710,7120,3611,1.95,225820.55,711958579200,0
450060,2025,5,22,21,12,40,45.79387,15.96084,7.17,171.40,2310,99436,47054,716628,1811,3524,1.95,225820.55,711958579200,0
451080,2025,5,22,21,12,41,45.79385,15.96093,7.16,171.30,2307,99432,47275,719710,2140,3467,1.95,225820.55,711958579200,0
452070,2025,5,22,21,12,42,45.79384,15.96102,6.84,171.00,2307,99432,47275,719710,10358,3401,1.95,225820.55,711958579200,0
453070,2025,5,22,21,12,43,45.79385,15.96111,6.95,171.00,2302,99434,47457,715097,38457,4431,1.95,225820.55,711958579200,0
454070,2025,5,22,21,12,44,45.79385,15.96120,6.65,170.90,2298,99434,47632,721262,9660,5526,1.95,225820.55,711958579200,0
455050,2025,5,22,21,12,45,45.79385,15.96129,6.96,170.70,2295,99432,47765,724384,2840,5508,1.95,225820.55,711958579200,0
456070,2025,5,22,21,12,46,45.79386,15.96137,6.93,170.40,2292,99442,47903,732309,14871,5484,1.95,225820.55,711958579200,0
457090,2025,5,22,21,12,47,45.79387,15.96146,6.91,170.10,2289,99442,48049,728325,12594,4322,1.95,225820.55,711958579200,0
458100,2025,5,22,21,12,48,45.79387,15.96154,6.17,169.80,2286,99436,48232,719710,6978,3147,1.95,225820.55,711958579200,0
459100,2025,5,22,21,12,49,45.79387,15.96162,6.31,169.50,2286,99436,48232,719710,6929,3127,1.95,225820.55,711958579200,0
460110,2025,5,22,21,12,50,45.79387,15.96170,6.28,169.20,2283,99438,48384,725169,8805,3137,245.36,176172.50,700397668352,0
461110,2025,5,22,21,12,51,45.79387,15.96178,5.99,168.90,2280,99436,48516,734721,14050,3124,245.36,176172.50,700397668352,0
462140,2025,5,22,21,12,52,45.79387,15.96185,5.52,168.50,2276,99438,48640,725955,2971,3130,245.36,176172.50,700397668352,0
463150,2025,5,22,21,12,53,45.79389,15.96192,5.22,168.80,2274,99438,48809,735528,914,3186,245.36,176172.50,700397668352,0
465090,2025,5,22,21,12,55,45.79390,15.96203,4.06,168.20,2273,99454,48989,725955,5269,3181,245.36,176172.50,700397668352,0
466100,2025,5,22,21,12,56,45.79390,15.96209,4.53,168.20,2273,99454,48989,725955,3487,3174,245.36,176172.50,700397668352,0
467110,2025,5,22,21,12,57,45.79390,15.96215,5.21,168.70,2271,99442,49196,724384,9707,3171,245.36,176172.50,700397668352,0
468120,2025,5,22,21,12,58,45.79389,15.96222,5.30,169.00,2267,99440,49361,720485,12712,3161,245.36,176172.50,700397668352,0
469130,2025,5,22,21,12,59,45.79389,15.96229,5.31,168.90,2263,99448,49467,726743,4096,3187,245.36,176172.50,700397668352,0
470150,2025,5,22,21,13,0,45.79388,15.96235,5.18,168.60,2261,99436,49612,727533,6081,3151,245.36,176172.50,700397668352,0
471130,2025,5,22,21,13,1,45.79388,15.96242,5.20,167.00,2259,99438,49731,725169,5535,3108,245.36,176172.50,700397668352,0
472140,2025,5,22,21,13,2,45.79388,15.96248,5.17,166.80,2259,99438,49731,725169,2048,3068,245.36,176172.50,700397668352,0
473120,2025,5,22,21,13,3,45.79388,15.96255,5.42,166.30,2256,99438,49854,724384,2431,2972,247.56,215756.34,697673418752,0
474140,2025,5,22,21,13,4,45.79387,15.96262,5.74,166.40,2254,99438,50023,726743,6144,2861,247.56,215756.34,697673418752,0
475120,2025,5,22,21,13,5,45.79387,15.96269,5.76,166.30,2252,99438,50224,718937,14421,2854,247.56,215756.34,697673418752,0
476130,2025,5,22,21,13,6,45.79388,15.96277,5.64,166.30,2248,99438,50462,722040,1690,2834,247.56,215756.34,697673418752,0
477140,2025,5,22,21,13,7,45.79388,15.96284,5.33,166.20,2246,99438,50699,723601,3836,4019,247.56,215756.34,697673418752,0
478110,2025,5,22,21,13,8,45.79388,15.96291,5.35,166.20,2246,99438,50699,723601,38046,4008,247.56,215756.34,697673418752,0
479130,2025,5,22,21,13,9,45.79388,15.96298,5.52,166.30,2241,99440,50856,719710,13483,4000,247.56,215756.34,697673418752,0
480100,2025,5,22,21,13,10,45.79388,15.96305,5.51,166.00,2237,99440,51017,716628,5291,3998,247.56,215756.34,697673418752,0
481110,2025,5,22,21,13,11,45.79389,15.96312,5.66,165.80,2233,99444,51163,723601,7650,2797,247.56,215756.34,697673418752,0
482120,2025,5,22,21,13,12,45.79389,15.96320,5.54,165.40,2230,99446,51333,722040,985,2789,247.56,215756.34,697673418752,0
483130,2025,5,22,21,13,13,45.79389,15.96327,5.51,166.00,2227,99446,51475,720485,10280,2793,247.56,215756.34,697673418752,0
484150,2025,5,22,21,13,14,45.79390,15.96334,5.53,166.50,2227,99446,51475,720485,3691,2801,247.56,215756.34,697673418752,0
485160,2025,5,22,21,13,15,45.79390,15.96341,5.52,166.40,2225,99446,51602,723601,7995,2799,248.54,251061.67,705177878528,0
486150,2025,5,22,21,13,16,45.79390,15.96348,5.22,166.00,2219,99438,51716,722040,3329,2800,248.54,251061.67,705177878528,0
488120,2025,5,22,21,13,18,45.79390,15.96361,4.91,166.20,2216,99448,51856,720485,3419,2799,248.54,251061.67,705177878528,0
489150,2025,5,22,21,13,19,45.79390,15.96368,4.90,166.10,2215,99448,52015,722819,12386,2787,248.54,251061.67,705177878528,0
490120,2025,5,22,21,13,20,45.79390,15.96374,4.89,165.90,2211,99444,52198,723601,3075,2776,248.54,251061.67,705177878528,0
491150,2025,5,22,21,13,21,45.79390,15.96380,4.86,166.10,2211,99444,52198,723601,1078,2772,248.54,251061.67,705177878528,0
492120,2025,5,22,21,13,22,45.79390,15.96386,4.75,165.90,2209,99448,52397,715862,7287,2769,248.54,251061.67,705177878528,0
493130,2025,5,22,21,13,23,45.79390,15.96392,4.61,166.00,2204,99446,52589,722819,12204,2763,248.54,251061.67,705177878528,0
494150,2025,5,22,21,13,24,45.79390,15.96398,4.38,165.90,2201,99444,52712,718166,6728,2762,248.54,251061.67,705177878528,0
495100,2025,5,22,21,13,25,45.79390,15.96404,4.29,165.90,2200,99446,52862,721262,2399,2754,248.54,251061.67,705177878528,0
496110,2025,5,22,21,13,26,45.79390,15.96409,4.30,165.90,2199,99446,53069,715097,2594,2744,248.54,251061.67,705177878528,0
497130,2025,5,22,21,13,27,45.79390,15.96415,4.61,165.80,2199,99446,53069,715097,4393,2725,248.54,251061.67,705177878528,0
498100,2025,5,22,21,13,28,45.79390,15.96421,4.63,165.60,2198,99448,53326,715097,2641,2720,244.38,222651.67,703051333632,0
499120,2025,5,22,21,13,29,45.79390,15.96427,4.61,165.70,2194,99452,53589,712812,6872,2698,244.38,222651.67,703051333632,0
500140,2025,5,22,21,13,30,45.79390,15.96433,4.62,165.60,2192,99452,53877,713572,1739,2664,244.38,222651.67,703051333632,0
501150,2025,5,22,21,13,31,45.79390,15.96439,4.79,165.50,2188,99446,54017,712812,5188,2656,244.38,222651.67,703051333632,0
502120,2025,5,22,21,13,32,45.79390,15.96445,4.93,165.70,2182,99448,54052,719710,4402,2640,244.38,222651.67,703051333632,0
503150,2025,5,22,21,13,33,45.79390,15.96452,4.93,165.60,2182,99448,54052,719710,384,2630,244.38,222651.67,703051333632,0
504100,2025,5,22,21,13,34,45.79390,15.96458,4.77,165.60,2178,99442,54118,719710,3673,2628,244.38,222651.67,703051333632,0
505130,2025,5,22,21,13,35,45.79390,15.96464,4.51,165.50,2177,99454,54123,722040,5388,2615,244.38,222651.67,703051333632,0
506150,2025,5,22,21,13,36,45.79390,15.96470,4.31,165.50,2176,99454,54131,725169,1752,2609,244.38,222651.67,703051333632,0
507130,2025,5,22,21,13,37,45.79389,15.96475,3.92,165.60,2174,99452,54139,725955,1797,2661,244.38,222651.67,703051333632,0
508110,2025,5,22,21,13,38,45.79389,15.96480,3.40,165.70,2176,99454,54017,725169,1954,2883,244.38,222651.67,703051333632,0
509150,2025,5,22,21,13,39,45.79388,15.96483,2.46,165.70,2176,99454,54017,725169,4621,3047,244.38,222651.67,703051333632,0
511110,2025,5,22,21,13,41,45.79389,15.96486,0.07,165.80,2178,99456,53746,728325,2508,3115,247.07,229257.39,756154828800,0
512130,2025,5,22,21,13,42,45.79388,15.96485,0.08,165.80,2180,99460,53459,721262,3525,4299,247.07,229257.39,756154828800,0
513100,2025,5,22,21,13,43,45.79388,15.96484,0.11,165.90,2182,99450,53239,722040,308,4068,247.07,229257.39,756154828800,0
514120,2025,5,22,21,13,44,45.79387,15.96482,1.90,165.90,2182,99458,53046,719710,4441,3822,247.07,229257.39,756154828800,0
515140,2025,5,22,21,13,45,45.79387,15.96478,2.58,166.00,2181,99452,52881,722819,6070,3655,247.07,229257.39,756154828800,0
516120,2025,5,22,21,13,46,45.79387,15.96475,3.21,166.00,2181,99452,52881,722819,4325,2352,247.07,229257.39,756154828800,0
517150,2025,5,22,21,13,47,45.79388,15.96470,3.66,165.90,2180,99450,52945,720485,566,2340,247.07,229257.39,756154828800,0
518120,2025,5,22,21,13,48,45.79388,15.96465,3.91,165.90,2178,99450,53167,715097,2673,2327,247.07,229257.39,756154828800,0
519160,2025,5,22,21,13,49,45.79388,15.96460,4.22,165.90,2175,99450,53420,713572,9606,2306,247.07,229257.39,756154828800,0
520130,2025,5,22,21,13,50,45.79387,15.96454,4.24,165.90,2174,99446,53647,718166,6110,2292,247.07,229257.39,756154828800,0
521140,2025,5,22,21,13,51,45.79387,15.96448,4.47,166.20,2175,99450,53822,716628,3654,2281,247.07,229257.39,756154828800,0
522100,2025,5,22,21,13,52,45.79387,15.96443,4.44,166.10,2175,99450,53822,716628,5568,2263,247.07,229257.39,756154828800,0
523130,2025,5,22,21,13,53,45.79387,15.96437,4.28,166.20,2173,99452,53996,718166,16499,2257,243.41,285767.22,681215270912,0
524090,2025,5,22,21,13,54,45.79387,15.96431,4.26,166.20,2170,99452,54277,718166,12333,2247,243.41,285767.22,681215270912,0
525110,2025,5,22,21,13,55,45.79387,15.96425,4.44,166.10,2168,99448,54584,715862,7414,2243,243.41,285767.22,681215270912,0
526130,2025,5,22,21,13,56,45.79387,15.96419,4.55,166.00,2168,99454,54825,716628,4613,2297,243.41,285767.22,681215270912,0
527120,2025,5,22,21,13,57,45.79387,15.96413,4.57,166.10,2166,99452,55070,709037,13545,2295,243.41,285767.22,681215270912,0
528140,2025,5,22,21,13,58,45.79387,15.96408,4.44,166.30,2166,99452,55070,709037,3606,2292,243.41,285767.22,681215270912,0
529100,2025,5,22,21,13,59,45.79387,15.96402,4.34,166.60,2164,99454,55325,715862,638,2302,243.41,285767.22,681215270912,0
530130,2025,5,22,21,14,0,45.79386,15.96396,4.36,166.70,2163,99452,55427,712054,1001,2315,243.41,285767.22,681215270912,0
531140,2025,5,22,21,14,1,45.79386,15.96390,4.48,166.90,2161,99442,55476,710542,2130,2274,243.41,285767.22,681215270912,0
532140,2025,5,22,21,14,2,45.79385,15.96384,4.51,167.00,2158,99454,55582,715097,12636,2289,243.41,285767.22,681215270912,0
533120,2025,5,22,21,14,3,45.79385,15.96378,4.69,166.90,2156,99446,55585,722819,1613,2297,243.41,285767.22,681215270912,0
535090,2025,5,22,21,14,5,45.79385,15.96366,4.68,167.00,2156,99446,55585,722819,6806,2269,243.41,285767.22,681215270912,0
536100,2025,5,22,21,14,6,45.79385,15.96360,4.50,167.10,2153,99448,55490,721262,7425,2258,248.29,254712.78,717467830272,0
537110,2025,5,22,21,14,7,45.79385,15.96354,4.29,166.90,2151,99450,55302,725955,8282,2239,248.29,254712.78,717467830272,0
538110,2025,5,22,21,14,8,45.79384,15.96348,4.26,166.90,2154,99448,55229,729118,1248,2223,248.29,254712.78,717467830272,0
539120,2025,5,22,21,14,9,45.79384,15.96343,4.35,166.90,2153,99448,55224,717396,5244,2248,248.29,254712.78,717467830272,0
540140,2025,5,22,21,14,10,45.79385,15.96337,4.44,166.70,2150,99442,55284,718937,2193,2253,248.29,254712.78,717467830272,0
541170,2025,5,22,21,14,11,45.79385,15.96331,4.53,166.70,2150,99442,55284,718937,4156,2259,248.29,254712.78,717467830272,0
542130,2025,5,22,21,14,12,45.79385,15.96325,4.65,166.80,2151,99450,55321,725955,841,2269,248.29,254712.78,717467830272,0
543160,2025,5,22,21,14,13,45.79385,15.96319,4.75,166.50,2149,99444,55327,718166,1286,2313,248.29,254712.78,717467830272,0
544090,2025,5,22,21,14,14,45.79385,15.96313,4.88,166.00,2145,99450,55322,722040,3592,2295,248.29,254712.78,717467830272,0
545120,2025,5,22,21,14,15,45.79385,15.96307,4.76,165.70,2146,99446,55297,723601,24241,2292,248.29,254712.78,717467830272,0
546140,2025,5,22,21,14,16,45.79385,15.96300,4.86,165.40,2145,99442,55367,727533,1163,2278,248.29,254712.78,717467830272,0
547110,2025,5,22,21,14,17,45.79385,15.96294,4.89,165.40,2145,99442,55367,727533,3351,2235,243.90,246545.03,681813024768,0
548150,2025,5,22,21,14,18,45.79385,15.96288,4.68,165.20,2145,99452,55442,728325,11096,2212,243.90,246545.03,681813024768,0
549110,2025,5,22,21,14,19,45.79386,15.96282,4.66,164.80,2146,99450,55526,722040,2797,2205,243.90,246545.03,681813024768,0
550150,2025,5,22,21,14,20,45.79386,15.96276,4.21,164.60,2145,99444,55647,718166,4726,2225,243.90,246545.03,681813024768,0
551190,2025,5,22,21,14,21,45.79385,15.96270,4.17,164.40,2145,99446,55793,722819,2174,2233,243.90,246545.03,681813024768,0
552170,2025,5,22,21,14,22,45.79385,15.96264,4.47,164.10,2147,99450,55866,721262,2646,2240,243.90,246545.03,681813024768,0
553130,2025,5,22,21,14,23,45.79385,15.96259,4.14,163.90,2147,99450,55866,721262,4282,2234,243.90,246545.03,681813024768,0
554130,2025,5,22,21,14,24,45.79385,15.96253,4.00,163.70,2147,99450,55860,720485,6576,2230,243.90,246545.03,681813024768,0
555140,2025,5,22,21,14,25,45.79386,15.96248,4.04,163.50,2147,99452,55835,722819,614,2233,243.90,246545.03,681813024768,0
556170,2025,5,22,21,14,26,45.79386,15.96243,4.05,163.40,2148,99444,55829,721262,708,2249,243.90,246545.03,681813024768,0
558130,2025,5,22,21,14,28,45.79386,15.96233,3.76,163.00,2150,99444,55836,718166,7443,2326,243.90,246545.03,681813024768,0
