ts_ms,year,mon,day,hr,min,sec,lat,lon,speed,alt,temp_c,pressure_pa,humidity_pct,voc_ohm,noise_energy,sweat_level,accel_freq,accel_ampl,accel_energy,accel_dir
483490,2025,5,22,20,20,59,45.79104,15.96202,4.01,164.80,2345,99413,48760,611261,6228,3660,248.29,161272.16,680319131648,0
484510,2025,5,22,20,21,0,45.79108,15.96200,4.42,165.00,2345,99413,48760,611261,9106,3653,248.29,161272.16,680319131648,0
485500,2025,5,22,20,21,1,45.79111,15.96200,4.55,165.20,2342,99407,48838,613502,3482,3650,248.29,161272.16,680319131648,0
487490,2025,5,22,20,21,3,45.79119,15.96203,4.59,165.30,2339,99407,48942,610146,22728,3652,248.29,161272.16,680319131648,0
488490,2025,5,22,20,21,4,45.79122,15.96205,4.23,165.50,2339,99405,49010,613502,5523,3649,248.29,161272.16,680319131648,0
489480,2025,5,22,20,21,5,45.79125,15.96205,4.01,165.80,2335,99409,49064,620325,15209,3651,248.29,161272.16,680319131648,0
490490,2025,5,22,20,21,6,45.79128,15.96206,3.60,166.00,2332,99409,49075,618605,6743,3650,248.29,161272.16,680319131648,0
491490,2025,5,22,20,21,7,45.79131,15.96208,3.87,166.30,2332,99409,49075,618605,10502,4766,248.29,161272.16,680319131648,0
492500,2025,5,22,20,21,8,45.79135,15.96211,3.76,167.20,2332,99401,49057,621477,6587,4769,248.29,161272.16,680319131648,0
493500,2025,5,22,20,21,9,45.79138,15.96211,3.43,167.20,2332,99409,49100,620325,3676,4775,248.29,161272.16,680319131648,0
494490,2025,5,22,20,21,10,45.79142,15.96212,3.42,167.40,2332,99399,49150,620900,11975,4789,248.29,161272.16,680319131648,0
495490,2025,5,22,20,21,11,45.79145,15.96212,3.52,167.70,2331,99407,49319,619751,5989,3683,248.29,94897.57,713869107200,0
496500,2025,5,22,20,21,12,45.79148,15.96209,2.95,169.00,2333,99407,49434,615194,9730,3691,248.29,94897.57,713869107200,0
497500,2025,5,22,20,21,13,45.79150,15.96205,2.49,170.20,2333,99407,49434,615194,2559,3694,248.29,94897.57,713869107200,0
498500,2025,5,22,20,21,14,45.79151,15.96200,3.09,171.50,2332,99409,49476,621477,6371,3695,248.29,94897.57,713869107200,0
499490,2025,5,22,20,21,15,45.79152,15.96198,2.42,172.00,2328,99403,49430,622633,6334,3692,248.29,94897.57,713869107200,0
500490,2025,5,22,20,21,16,45.79153,15.96195,2.26,172.80,2327,99407,49406,627301,14921,3694,248.29,94897.57,713869107200,0
501490,2025,5,22,20,21,17,45.79155,15.96193,2.66,173.90,2326,99409,49312,626714,11980,3698,248.29,94897.57,713869107200,0
502500,2025,5,22,20,21,18,45.79157,15.96193,2.65,174.60,2325,99401,49262,623213,7298,3719,248.29,94897.57,713869107200,0
503480,2025,5,22,20,21,19,45.79159,15.96193,2.76,175.40,2325,99401,49262,623213,13992,3718,248.29,94897.57,713869107200,0
503480,2025,5,22,20,21,19,45.79159,15.96193,2.76,175.40,2323,99409,49266,624959,131079,3716,248.29,94897.57,713869107200,0
506230,2025,5,22,20,21,21,0.00000,0.00000,0.11,0.00,2319,99419,49261,626714,7524,3714,248.29,94897.57,713869107200,0
506800,2025,5,22,20,21,22,45.79173,15.96219,5.19,202.00,2320,99413,49280,626714,5369,3714,248.29,94897.57,713869107200,0
507580,2025,5,22,20,21,23,45.79181,15.96220,5.03,194.90,2320,99419,49261,627890,976,3705,246.09,48194.07,697068750848,0
509400,2025,5,22,20,21,25,45.79190,15.96215,4.50,190.00,2321,99411,49268,628480,32535,3709,246.09,48194.07,697068750848,0
510400,2025,5,22,20,21,26,45.79194,15.96218,4.27,186.70,2321,99411,49268,628480,8034,3703,246.09,48194.07,697068750848,0
511400,2025,5,22,20,21,27,45.79203,15.96206,3.61,184.20,2319,99409,49175,626128,8646,3688,246.09,48194.07,697068750848,0
512400,2025,5,22,20,21,28,45.79206,15.96197,3.72,182.00,2319,99409,49175,626128,7719,3689,246.09,48194.07,697068750848,0
513390,2025,5,22,20,21,29,45.79209,15.96190,3.04,180.10,2321,99411,48942,629070,3107,3678,246.09,48194.07,697068750848,0
514400,2025,5,22,20,21,30,45.79213,15.96182,3.92,178.60,2321,99409,48745,627890,4431,3677,246.09,48194.07,697068750848,0
515410,2025,5,22,20,21,31,45.79216,15.96175,5.23,177.30,2320,99411,48542,630255,3954,3682,246.09,48194.07,697068750848,0
516420,2025,5,22,20,21,32,45.79216,15.96169,5.36,177.20,2318,99413,48339,631444,9074,3686,246.09,48194.07,697068750848,0
517420,2025,5,22,20,21,33,45.79217,15.96160,5.05,176.30,2319,99417,48138,633836,2697,3691,246.09,48194.07,697068750848,0
518420,2025,5,22,20,21,34,45.79217,15.96153,4.51,175.60,2319,99417,48138,633836,3656,3694,246.09,48194.07,697068750848,0
519410,2025,5,22,20,21,35,45.79218,15.96147,4.36,175.10,2321,99413,47973,638065,1894,3700,3.42,69720.93,652904499200,0
520430,2025,5,22,20,21,36,45.79219,15.96142,3.78,174.70,2321,99413,47821,641121,9190,3712,3.42,69720.93,652904499200,0
521480,2025,5,22,20,21,37,45.79222,15.96139,4.27,174.30,2320,99419,47789,640508,59,3705,3.42,69720.93,652904499200,0
522430,2025,5,22,20,21,38,45.79226,15.96138,4.91,174.10,2320,99411,47741,638065,62,3703,3.42,69720.93,652904499200,0
523430,2025,5,22,20,21,39,45.79231,15.96137,5.18,173.90,2319,99417,47752,639284,52,3703,3.42,69720.93,652904499200,0
525420,2025,5,22,20,21,41,45.79240,15.96135,4.88,173.60,2319,99417,47752,639284,74,3709,3.42,69720.93,652904499200,0
526420,2025,5,22,20,21,42,45.79244,15.96134,4.86,173.50,2320,99417,47765,639284,43,3710,3.42,69720.93,652904499200,0
527420,2025,5,22,20,21,43,45.79248,15.96132,4.37,173.60,2319,99411,47782,641121,394,3719,3.42,69720.93,652904499200,0
528430,2025,5,22,20,21,44,45.79250,15.96130,3.30,173.70,2321,99409,47803,635039,27,3720,3.42,69720.93,652904499200,0
529420,2025,5,22,20,21,45,45.79253,15.96128,3.28,173.80,2322,99397,47797,631444,68,3715,3.42,69720.93,652904499200,0
530430,2025,5,22,20,21,46,45.79255,15.96125,2.52,173.90,2325,99403,47833,628480,542,3700,3.42,69720.93,652904499200,0
531420,2025,5,22,20,21,47,45.79255,15.96121,2.49,174.10,2325,99401,47913,629662,72,3690,3.42,69720.93,652904499200,0
532420,2025,5,22,20,21,48,45.79255,15.96117,2.69,174.20,2325,99401,47913,629662,32,3680,245.36,72667.70,677038333952,0
533420,2025,5,22,20,21,49,45.79255,15.96114,2.09,174.30,2328,99399,48140,624959,52,3681,245.36,72667.70,677038333952,0
534420,2025,5,22,20,21,50,45.79255,15.96111,2.51,174.50,2330,99407,48330,627301,66,3684,245.36,72667.70,677038333952,0
535420,2025,5,22,20,21,51,45.79255,15.96107,3.40,174.60,2328,99407,48507,622633,619,3681,245.36,72667.70,677038333952,0
536420,2025,5,22,20,21,52,45.79255,15.96103,3.21,174.80,2326,99405,48679,627301,440,3681,245.36,72667.70,677038333952,0
537420,2025,5,22,20,21,53,45.79255,15.96098,3.07,174.90,2324,99405,48803,625543,203,3685,245.36,72667.70,677038333952,0
538440,2025,5,22,20,21,54,45.79255,15.96095,2.96,175.00,2324,99405,48803,625543,53,3679,245.36,72667.70,677038333952,0
539430,2025,5,22,20,21,55,45.79255,15.96091,2.73,175.20,2325,99403,48942,629662,42,3687,245.36,72667.70,677038333952,0
540430,2025,5,22,20,21,56,45.79258,15.96084,2.30,175.00,2325,99401,48986,629070,59490,3682,245.36,72667.70,677038333952,0
541430,2025,5,22,20,21,57,45.79259,15.96081,2.56,175.00,2326,99401,48986,630849,37,3672,245.36,72667.70,677038333952,0
542450,2025,5,22,20,21,58,45.79259,15.96077,3.23,175.00,2323,99403,49006,632638,1107,3671,245.36,72667.70,677038333952,0
543440,2025,5,22,20,21,59,45.79259,15.96073,3.80,175.00,2323,99403,49056,635039,3176,3667,245.36,72667.70,677038333952,0
544450,2025,5,22,20,22,0,45.79259,15.96068,3.60,175.00,2323,99403,49056,635039,12026,3662,1.46,100975.93,737616863232,0
546430,2025,5,22,20,22,2,45.79261,15.96060,2.82,175.10,2324,99393,49111,632638,12536,3640,1.46,100975.93,737616863232,0
547420,2025,5,22,20,22,3,45.79261,15.96056,3.08,175.20,2322,99401,49175,635642,8756,3617,1.46,100975.93,737616863232,0
548430,2025,5,22,20,22,4,45.79261,15.96053,2.84,175.00,2323,99397,49254,635642,4420,3597,1.46,100975.93,737616863232,0
549430,2025,5,22,20,22,5,45.79262,15.96049,2.83,175.10,2324,99403,49346,635642,12930,3555,1.46,100975.93,737616863232,0
550430,2025,5,22,20,22,6,45.79262,15.96046,2.53,175.10,2326,99403,49466,626128,10778,3530,1.46,100975.93,737616863232,0
551430,2025,5,22,20,22,7,45.79263,15.96042,2.81,175.00,2324,99403,49617,626714,9426,4650,1.46,100975.93,737616863232,0
552430,2025,5,22,20,22,8,45.79269,15.96038,3.62,174.90,2324,99403,49617,626714,11999,4646,1.46,100975.93,737616863232,0
553440,2025,5,22,20,22,9,45.79269,15.96033,4.11,174.90,2324,99409,49697,605181,10344,4639,1.46,100975.93,737616863232,0
554430,2025,5,22,20,22,10,45.79271,15.96028,4.34,174.70,2325,99403,49546,618034,19685,4668,1.46,100975.93,737616863232,0
555440,2025,5,22,20,22,11,45.79272,15.96023,3.19,174.60,2327,99401,49244,627301,1177,3554,1.46,100975.93,737616863232,0
556440,2025,5,22,20,22,12,45.79273,15.96019,3.52,174.60,2326,99407,48998,632638,2147,3571,1.46,100975.93,737616863232,0
557440,2025,5,22,20,22,13,45.79273,15.96014,4.07,174.70,2326,99395,48837,635039,3942,3586,1.71,155974.44,693747763200,0
558440,2025,5,22,20,22,14,45.79271,15.96009,4.10,174.70,2326,99395,48837,635039,3833,3584,1.71,155974.44,693747763200,0
559430,2025,5,22,20,22,15,45.79270,15.96004,4.01,175.10,2325,99403,48765,639284,12770,3547,1.71,155974.44,693747763200,0
560440,2025,5,22,20,22,16,45.79270,15.95999,4.34,174.90,2323,99397,48687,639895,11657,3517,1.71,155974.44,693747763200,0
561430,2025,5,22,20,22,17,45.79270,15.95993,4.43,174.80,2323,99401,48687,641121,8174,3467,1.71,155974.44,693747763200,0
562450,2025,5,22,20,22,18,45.79270,15.95987,4.46,174.60,2323,99397,48749,644207,10951,3442,1.71,155974.44,693747763200,0
563450,2025,5,22,20,22,19,45.79270,15.95981,4.57,174.50,2322,99397,48777,639284,14984,3427,1.71,155974.44,693747763200,0
564450,2025,5,22,20,22,20,45.79271,15.95975,4.58,174.40,2322,99397,48777,639284,7208,3430,1.71,155974.44,693747763200,0
565450,2025,5,22,20,22,21,45.79271,15.95969,4.57,174.30,2322,99395,48751,644827,5681,3430,1.71,155974.44,693747763200,0
567430,2025,5,22,20,22,23,45.79271,15.95958,4.41,174.20,2320,99395,48714,646696,31470,3427,1.71,155974.44,693747763200,0
568490,2025,5,22,20,22,24,45.79270,15.95952,4.61,174.30,2319,99397,48658,646696,1537,3424,1.71,155974.44,693747763200,0
569500,2025,5,22,20,22,25,45.79269,15.95946,4.44,174.40,2319,99397,48559,649836,2979,3417,1.71,155974.44,693747763200,0
570490,2025,5,22,20,22,26,45.79268,15.95941,4.61,174.50,2319,99395,48425,651734,6078,3399,246.34,143474.19,650712320000,0
571510,2025,5,22,20,22,27,45.79268,15.95935,4.63,174.90,2319,99395,48425,651734,17300,3421,246.34,143474.19,650712320000,0
572500,2025,5,22,20,22,28,45.79269,15.95929,4.54,175.00,2318,99393,48339,652369,8820,3451,246.34,143474.19,650712320000,0
573490,2025,5,22,20,22,29,45.79270,15.95924,4.22,175.10,2316,99395,48336,649205,6238,3461,246.34,143474.19,650712320000,0
573490,2025,5,22,20,22,29,45.79270,15.95924,4.22,175.10,2316,99397,48447,646072,13988,3465,246.34,143474.19,650712320000,0
575800,2025,5,22,20,22,31,0.00000,0.00000,23.09,0.00,2316,99391,48495,642352,6950,3438,246.34,143474.19,650712320000,0
576450,2025,5,22,20,22,31,0.00000,0.00000,22.58,0.00,2317,99399,48483,647948,17477,3388,246.34,143474.19,650712320000,0
577400,2025,5,22,20,22,33,45.79275,15.95900,20.79,174.40,2317,99397,48416,648576,13684,3344,246.34,143474.19,650712320000,0
578400,2025,5,22,20,22,34,45.79277,15.95895,19.25,175.00,2317,99397,48416,648576,7220,3316,246.34,143474.19,650712320000,0
579400,2025,5,22,20,22,35,45.79275,15.95889,18.20,174.60,2321,99405,48354,649836,9139,3296,246.34,143474.19,650712320000,0
580400,2025,5,22,20,22,36,45.79278,15.95882,16.88,174.40,2322,99397,48279,646696,9898,3282,246.34,143474.19,650712320000,0
581400,2025,5,22,20,22,37,45.79284,15.95876,16.01,174.20,2323,99397,48368,646696,5169,3272,245.61,264082.25,644593829888,0
582340,2025,5,22,20,22,38,0.00000,0.00000,13.90,0.00,2323,99403,48448,644827,11892,3260,245.61,264082.25,644593829888,0
583440,2025,5,22,20,22,39,45.79259,15.95884,13.89,174.80,2321,99403,48500,644207,13805,3251,245.61,264082.25,644593829888,0
584450,2025,5,22,20,22,40,45.79261,15.95878,13.75,174.70,2321,99403,48500,644207,15986,3237,245.61,264082.25,644593829888,0
585450,2025,5,22,20,22,41,45.79265,15.95873,13.48,174.50,2323,99397,48614,645449,10211,3238,245.61,264082.25,644593829888,0
586450,2025,5,22,20,22,42,45.79265,15.95868,12.71,174.30,2322,99397,48660,647322,3294,3230,245.61,264082.25,644593829888,0
588390,2025,5,22,20,22,44,45.79271,15.95859,11.09,174.00,2321,99401,48721,646072,10226,3221,245.61,264082.25,644593829888,0
589390,2025,5,22,20,22,45,45.79276,15.95853,10.56,173.80,2322,99403,48751,647948,9540,3213,245.61,264082.25,644593829888,0
590390,2025,5,22,20,22,46,45.79265,15.95851,7.94,173.70,2322,99401,48795,650467,24219,3205,245.61,264082.25,644593829888,0
591400,2025,5,22,20,22,47,45.79259,15.95850,6.39,173.50,2322,99401,48795,650467,21059,3198,245.61,264082.25,644593829888,0
592400,2025,5,22,20,22,48,45.79247,15.95855,4.43,173.40,2323,99401,48743,648576,17232,3196,245.61,264082.25,644593829888,0
593400,2025,5,22,20,22,49,45.79243,15.95855,3.69,173.30,2324,99401,48656,646072,3256,4355,245.61,264082.25,644593829888,0
594400,2025,5,22,20,22,50,45.79232,15.95865,2.64,173.50,2325,99397,48655,646696,5654,4345,245.85,166712.34,651734878208,0
595400,2025,5,22,20,22,51,45.79228,15.95867,2.61,173.30,2325,99393,48655,646072,19097,4338,245.85,166712.34,651734878208,0
596410,2025,5,22,20,22,52,45.79223,15.95867,3.35,173.20,2325,99397,48733,645449,14531,4351,245.85,166712.34,651734878208,0
597390,2025,5,22,20,22,53,45.79219,15.95867,2.73,173.20,2327,99395,48802,647948,13452,3217,245.85,166712.34,651734878208,0
598400,2025,5,22,20,22,54,45.79219,15.95869,1.30,173.20,2327,99395,48802,647948,15041,3211,245.85,166712.34,651734878208,0
599410,2025,5,22,20,22,55,45.79219,15.95872,0.03,173.40,2329,99401,48808,646696,16671,3227,245.85,166712.34,651734878208,0
599410,2025,5,22,20,22,55,45.79219,15.95872,0.03,173.40,2330,99395,48747,647948,13951,3218,245.85,166712.34,651734878208,0
599410,2025,5,22,20,22,55,45.79219,15.95872,0.03,173.40,2331,99391,48637,643587,1043309,3196,245.85,166712.34,651734878208,0
603110,2025,5,22,20,22,58,0.00000,0.00000,0.80,0.00,2332,99395,48579,649836,21538,3159,245.85,166712.34,651734878208,0
603740,2025,5,22,20,22,58,0.00000,0.00000,0.68,0.00,2333,99401,48475,647948,17821,3183,245.85,166712.34,651734878208,0
604440,2025,5,22,20,23,0,45.79221,15.95859,0.50,173.40,2333,99401,48475,647948,20967,3234,245.85,166712.34,651734878208,0
605430,2025,5,22,20,23,1,45.79219,15.95864,0.34,173.40,2336,99397,48337,646072,1885,3249,245.85,166712.34,651734878208,0
606440,2025,5,22,20,23,2,45.79219,15.95867,0.32,173.50,2336,99401,48185,653006,2849,3242,246.34,157482.64,668426969088,0
608390,2025,5,22,20,23,4,45.79221,15.95866,0.48,173.50,2339,99401,47991,646072,17932,3216,246.34,157482.64,668426969088,0
609390,2025,5,22,20,23,5,45.79223,15.95864,0.58,173.50,2340,99397,47882,645449,23456,3149,246.34,157482.64,668426969088,0
610390,2025,5,22,20,23,6,45.79224,15.95863,0.69,173.60,2340,99395,47784,645449,11135,3043,246.34,157482.64,668426969088,0
611380,2025,5,22,20,23,7,45.79225,15.95863,0.71,173.60,2340,99395,47784,645449,14174,2986,246.34,157482.64,668426969088,0
612390,2025,5,22,20,23,8,45.79226,15.95862,0.79,173.60,2341,99395,47668,644207,3855,2944,246.34,157482.64,668426969088,0
613400,2025,5,22,20,23,9,45.79227,15.95863,0.73,173.60,2344,99391,47604,642969,12790,2941,246.34,157482.64,668426969088,0
614400,2025,5,22,20,23,10,45.79227,15.95862,0.46,173.60,2348,99399,47578,635642,6791,2933,246.34,157482.64,668426969088,0
615400,2025,5,22,20,23,11,45.79227,15.95862,0.28,173.60,2351,99395,47587,641736,19054,2930,246.34,157482.64,668426969088,0
616390,2025,5,22,20,23,12,45.79227,15.95863,0.25,173.60,2354,99395,47602,644827,10069,2884,246.34,157482.64,668426969088,0
617390,2025,5,22,20,23,13,45.79228,15.95863,0.52,173.60,2356,99393,47582,642352,7847,2876,246.34,157482.64,668426969088,0
618400,2025,5,22,20,23,14,45.79228,15.95864,0.56,173.60,2356,99393,47582,642352,4015,2838,246.34,157482.64,668426969088,0
619390,2025,5,22,20,23,15,45.79229,15.95864,0.58,173.60,2358,99395,47532,646072,1633,2775,248.05,191484.62,679125196800,0
620400,2025,5,22,20,23,16,45.79229,15.95865,0.55,173.60,2360,99393,47459,645449,11787,2743,248.05,191484.62,679125196800,0
621400,2025,5,22,20,23,17,45.79229,15.95865,0.43,173.60,2362,99393,47397,639284,10554,2779,248.05,191484.62,679125196800,0
622390,2025,5,22,20,23,18,45.79229,15.95866,0.43,173.60,2365,99393,47337,646696,12302,2781,248.05,191484.62,679125196800,0
623390,2025,5,22,20,23,19,45.79230,15.95866,0.43,173.60,2369,99393,47281,644207,3864,2809,248.05,191484.62,679125196800,0
624470,2025,5,22,20,23,20,45.79230,15.95865,0.37,173.60,2369,99393,47281,644207,10452,4068,248.05,191484.62,679125196800,0
625400,2025,5,22,20,23,21,45.79231,15.95865,0.31,173.60,2373,99397,47223,641121,10295,4067,248.05,191484.62,679125196800,0
626450,2025,5,22,20,23,22,45.79231,15.95865,0.21,173.60,2375,99397,47176,641121,5919,4040,248.05,191484.62,679125196800,0
627450,2025,5,22,20,23,23,45.79231,15.95865,0.17,173.60,2378,99395,47144,639895,13347,4012,248.05,191484.62,679125196800,0
629400,2025,5,22,20,23,25,45.79232,15.95864,0.15,173.60,2379,99395,47132,632638,24270,2801,248.05,191484.62,679125196800,0
630400,2025,5,22,20,23,26,45.79232,15.95864,0.09,173.60,2381,99395,47170,626128,3015,2791,248.05,191484.62,679125196800,0
631400,2025,5,22,20,23,27,45.79232,15.95864,0.15,173.70,2381,99395,47170,626128,1082,2784,248.78,147992.70,691111731200,0
632400,2025,5,22,20,23,28,45.79232,15.95863,0.13,173.60,2383,99393,47306,625543,10903,2789,248.78,147992.70,691111731200,0
633400,2025,5,22,20,23,29,45.79232,15.95863,0.00,173.60,2384,99395,47403,619751,4183,2778,248.78,147992.70,691111731200,0
634410,2025,5,22,20,23,30,45.79232,15.95863,0.00,173.60,2385,99395,47438,623213,9586,2737,248.78,147992.70,691111731200,0
635410,2025,5,22,20,23,31,45.79232,15.95862,0.00,173.60,2391,99399,47460,620325,19994,2725,248.78,147992.70,691111731200,0
636410,2025,5,22,20,23,32,45.79232,15.95862,0.00,173.60,2392,99405,47458,623213,14262,2696,248.78,147992.70,691111731200,0
637400,2025,5,22,20,23,33,45.79232,15.95862,0.00,173.60,2392,99405,47458,623213,10885,2666,248.78,147992.70,691111731200,0
638400,2025,5,22,20,23,34,45.79232,15.95862,0.00,173.60,2394,99399,47443,620900,12495,2654,248.78,147992.70,691111731200,0
639410,2025,5,22,20,23,35,45.79232,15.95862,0.00,173.60,2397,99393,47431,619751,16144,2649,248.78,147992.70,691111731200,0
640400,2025,5,22,20,23,36,45.79232,15.95862,0.00,173.60,2400,99397,47436,617464,8757,2633,248.78,147992.70,691111731200,0
641420,2025,5,22,20,23,37,45.79232,15.95862,0.00,173.60,2402,99403,47436,613502,24020,2625,248.78,147992.70,691111731200,0
642420,2025,5,22,20,23,38,45.79232,15.95862,0.00,173.60,2404,99399,47518,615760,4718,2622,248.78,147992.70,691111731200,0
